id,user_id,stock_symbol,trade_type,quantity,price,total_amount,timestamp,sync_timestamp
68a7700ef96f7be9be865d0c,1755798182296,AAPL,buy,2,128.81,257.62,2025-08-21T19:14:22.796625,
68a77022f96f7be9be865d0d,1755798182296,GOOGL,buy,2,2524.95,5049.9,2025-08-21T19:14:42.626987,
68a773a2f96f7be9be865d0e,1755804431874,AAPL,buy,15,115.08,1726.2,2025-08-21T19:29:38.250343,
68acb03fc4648901ce467686,68acafeaabbe50b937fe9755,AAPL,buy,4,65.08,260.32,2025-08-25T18:49:35.440501,
